APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range,Latitude,Longitude
5092002056,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002057,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002058,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002059,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002060,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002061,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002062,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002063,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002064,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002065,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002066,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002067,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002068,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002069,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002070,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002071,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002072,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002073,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002074,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002075,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002076,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002077,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002078,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002079,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002080,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002081,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002082,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002083,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002084,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002085,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002086,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002087,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002088,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002089,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002090,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002091,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002092,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092002093,2019,850 S CRENSHAW BLVD,LOS ANGELES,90005.0,1,4,5.0,010C,1 unit,34.0575989,-118.3209892
5092003010,2023,947 S BRONSON AVE,LOS ANGELES,90019.0,1,5,5.0,200,1 unit,34.0548043,-118.3219192
5092004012,2019,933 S NORTON AVE,LOS ANGELES,90019.0,10,4,5.0,500,5-10 units,34.0547714,-118.320653
5092004016,2019,941 S NORTON AVE,LOS ANGELES,90019.0,4,4,5.0,400,3-4 units,34.0545251,-118.320778
5092004023,2019,4015 W OLYMPIC BLVD,LOS ANGELES,90019.0,4,4,5.0,1210,3-4 units,34.05428260000001,-118.3211583
5092005004,2019,811 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.058079,-118.3189229
5092005010,2019,827 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.057738,-118.3193322
5092005016,2019,841 S NORTON AVE,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0573319,-118.3193285
5092005017,2019,840 S BRONSON AVE,LOS ANGELES,90005.0,1,4,5.0,010G,1 unit,34.0575102,-118.3198147
5092005024,2019,861 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.056824,-118.3195905
5092005038,2019,893 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.055926,-118.3200338
5092005040,2019,897 S NORTON AVE,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.0557897,-118.3201102
5092005042,2019,865 S NORTON AVE,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0566504,-118.3195377
5092005043,2019,835 S NORTON AVE,LOS ANGELES,90005.0,14,4,5.0,501,11-49 units,34.0575363,-118.3192658
5092005044,2019,801 S NORTON AVE,LOS ANGELES,90005.0,3,4,5.0,300,3-4 units,34.0582479,-118.3188546
5092006003,2019,709 S NORTON AVE,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.0598074,-118.3180446
5092006012,2019,731 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.059207,-118.3183047
5092006014,2019,739 S NORTON AVE,LOS ANGELES,90005.0,12,4,5.0,500,11-49 units,34.0590149,-118.3185132
5092006018,2019,749 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0587248,-118.3186133
5092006021,2019,757 S NORTON AVE,LOS ANGELES,90005.0,3,4,5.0,301,3-4 units,34.0585973,-118.3186087
5092007010,2019,695 S NORTON AVE,LOS ANGELES,90005.0,9,4,5.0,500,5-10 units,34.0602212,-118.3178381
5092007019,2021,702 S BRONSON AVE,LOS ANGELES,90005.0,1,4,5.0,010G,1 unit,34.0601822,-118.3183937
5092009003,2019,4012 INGRAHAM ST,LOS ANGELES,90005.0,2,4,5.0,200,2 units,32.7925846,-117.2390561
5092009016,2019,680 S NORTON AVE,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0605026,-118.3170976
5092009030,2019,4085 W 7TH ST,LOS ANGELES,90005.0,28,4,5.0,501,11-49 units,34.06004679999999,-118.3172011
5092010016,2019,4014 W 7TH ST,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0596507,-118.3150332
5092010017,2019,4008 W 7TH ST,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0596158,-118.3148561
5092010018,2019,4002 W 7TH ST,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0596478,-118.314645
5092010019,2019,701 S WILTON PL,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0596563,-118.3145308
5092010020,2019,711 S WILTON PL,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0592448,-118.3144708
5092010021,2019,4003 LEEWARD AVE,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0587093,-118.2916492
5092010022,2019,4009 LEEWARD AVE,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0587093,-118.2916492
5092010023,2019,4015 LEEWARD AVE,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0587093,-118.2916492
5092010036,2024,4081 LEEWARD AVE,LOS ANGELES,90005.0,1,5,5.0,200,1 unit,34.0587093,-118.2916492
5092011013,2021,4060 LEEWARD AVE,LOS ANGELES,90005.0,1,4,5.0,200,1 unit,34.0587093,-118.2916492
5092012002,2019,811 S WILTON PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0577106,-118.3146429
5092012003,2019,815 S WILTON PL,LOS ANGELES,90005.0,12,4,5.0,500,11-49 units,34.0575159,-118.3145748
5092012004,2019,821 S WILTON PL,LOS ANGELES,90005.0,20,4,5.0,500,11-49 units,34.0573836,-118.3144544
5092012006,2019,831 S WILTON PL,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0570773,-118.3146425
5092012007,2019,839 S WILTON PL,LOS ANGELES,90005.0,40,4,5.0,500,11-49 units,34.0568632,-118.3145528
5092012011,2019,863 S WILTON PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0562203,-118.3146349
5092012012,2019,871 S WILTON PL,LOS ANGELES,90005.0,20,4,5.0,501,11-49 units,34.0560286,-118.3146353
5092012015,2022,858 WESTCHESTER PL,LOS ANGELES,90005.0,2,5,5.0,200,2 units,34.0563463,-118.3151725
5092013025,2022,865 WESTCHESTER PL,LOS ANGELES,90005.0,2,5,5.0,200,2 units,34.0562094,-118.3157404
5092014016,2021,809 3RD AVE,LOS ANGELES,90005.0,1,4,5.0,200,1 unit,40.8361983,-73.9027855
5092015019,2019,800 S NORTON AVE,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.0580618,-118.3181914
5092015020,2019,806 S NORTON AVE,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.05797829999999,-118.3182851
5092015021,2019,810 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.057933,-118.3185012
5092015022,2019,812 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,300,2 units,34.0577468,-118.31839
5092015023,2019,820 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0576015,-118.3184194
5092015024,2019,824 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0575011,-118.3185077
5092015025,2019,830 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.05739,-118.3185926
5092015032,2019,866 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0565035,-118.3190375
5092015033,2019,870 S NORTON AVE,LOS ANGELES,90005.0,9,4,5.0,501,5-10 units,34.0563412,-118.3190539
5092015038,2019,894 S NORTON AVE,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0557074,-118.3193779
5092015039,2019,3965 W 9TH ST,LOS ANGELES,90019.0,5,4,5.0,500,5-10 units,34.0554857,-118.3192578
5092016001,2019,3972 W 9TH ST,LOS ANGELES,90019.0,43,4,5.0,1210,11-49 units,34.055326,-118.3195744
5092016005,2024,922 S NORTON AVE,LOS ANGELES,90019.0,1,5,5.0,200,1 unit,34.0548208,-118.3198957
5092016006,2019,926 S NORTON AVE,LOS ANGELES,90019.0,2,4,5.0,200,2 units,34.0546997,-118.3199743
5092016007,2019,932 S NORTON AVE,LOS ANGELES,90019.0,2,4,5.0,200,2 units,34.0544979,-118.3198415
5092016008,2019,936 S NORTON AVE,LOS ANGELES,90019.0,5,4,5.0,500,5-10 units,34.0544265,-118.3200702
5092017012,2021,928 5TH AVE,LOS ANGELES,90019.0,1,4,5.0,200,1 unit,40.7736019,-73.9659958
5092018019,2023,900 4TH AVE,LOS ANGELES,90019.0,1,5,5.0,200,1 unit,40.6560724,-74.00303579999999
5092018023,2023,915 3RD AVE,LOS ANGELES,90019.0,1,5,5.0,200,1 unit,40.8361983,-73.9027855
5092018038,2019,939 3RD AVE,LOS ANGELES,90019.0,2,4,5.0,200,2 units,40.8361983,-73.9027855
5092019004,2019,922 3RD AVE,LOS ANGELES,90019.0,1,4,5.0,010G,1 unit,40.8361983,-73.9027855
5092019013,2024,915 WESTCHESTER PL,LOS ANGELES,90019.0,1,5,5.0,200,1 unit,34.0552529,-118.3157574
5092019020,2021,940 3RD AVE,LOS ANGELES,90019.0,2,4,5.0,200,2 units,40.831415,-73.9057144
5092021013,2021,951 S WILTON PL,LOS ANGELES,90019.0,2,4,5.0,200,2 units,34.0542733,-118.3145932
5092021016,2019,965 S WILTON PL,LOS ANGELES,90019.0,5,4,5.0,500,5-10 units,34.053848,-118.3145005
5092021017,2019,973 S WILTON PL,LOS ANGELES,90019.0,10,4,5.0,500,5-10 units,34.0536841,-118.3146953
5092021028,2019,981 S WILTON PL,LOS ANGELES,90019.0,9,4,5.0,500,5-10 units,34.0534953,-118.314602
5092022001,2019,901 S GRAMERCY PL,LOS ANGELES,90019.0,4,4,5.0,400,3-4 units,34.0556621,-118.3135393
5092022003,2019,927 S GRAMERCY PL,LOS ANGELES,90019.0,7,4,5.0,500,5-10 units,34.0549955,-118.3135354
5092022004,2019,933 S GRAMERCY PL,LOS ANGELES,90019.0,3,4,5.0,300,3-4 units,34.0548331,-118.3135009
5092022005,2019,939 S GRAMERCY PL,LOS ANGELES,90019.0,39,4,5.0,500,11-49 units,34.0546123,-118.3136365
5092022006,2019,3778 W 9TH ST,LOS ANGELES,90019.0,2,4,5.0,1210,2 units,34.05567000000001,-118.3137096
5092022008,2019,910 S WILTON PL,LOS ANGELES,90019.0,10,4,5.0,500,5-10 units,34.055474,-118.3139361
5092022012,2019,901 S WILTON PL,LOS ANGELES,90019.0,9,4,5.0,500,5-10 units,34.0556856,-118.3145283
5092022013,2019,909 S WILTON PL,LOS ANGELES,90019.0,13,4,5.0,500,11-49 units,34.0554625,-118.3146228
5092022014,2019,913 S WILTON PL,LOS ANGELES,90019.0,6,4,5.0,500,5-10 units,34.055323,-118.3146511
5092022015,2019,919 S WILTON PL,LOS ANGELES,90019.0,6,4,5.0,500,5-10 units,34.055143,-118.3146101
5092022016,2019,925 S WILTON PL,LOS ANGELES,90019.0,6,4,5.0,500,5-10 units,34.0549566,-118.3145769
5092022017,2019,933 S WILTON PL APT 5,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.054831,-118.3146223
5092022018,2019,939 S WILTON PL,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0546064,-118.3145296
5092022035,2020,3715 W SAN MARINO ST 102,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,34.0547113,-118.3139318
5092022036,2020,3715 W SAN MARINO ST 103,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7889587,-80.1630958
5092022037,2020,3715 W SAN MARINO ST 104,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7891737,-80.1636501
5092022038,2020,3715 W SAN MARINO ST 105,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7889714,-80.16309720000001
5092022039,2020,3715 W SAN MARINO ST 106,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7891807,-80.1636505
5092022040,2020,3715 W SAN MARINO ST 201,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7907163,-80.1634117
5092022041,2020,3715 W SAN MARINO ST 203,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7901154,-80.1631881
5092022042,2020,3715 W SAN MARINO ST 204,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.789921,-80.1636509
5092022043,2020,3715 W SAN MARINO ST 206,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7907163,-80.1634117
5092022044,2020,3715 W SAN MARINO ST 301,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7907163,-80.1634117
5092022045,2020,3715 W SAN MARINO ST 302,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7907163,-80.1634117
5092022046,2020,3715 W SAN MARINO ST 303,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,34.0827633,-118.1287432
5092022047,2020,3715 W SAN MARINO ST 304,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,,
5092022048,2020,3715 W SAN MARINO ST 305,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,34.0827633,-118.1287432
5092022049,2020,3715 W SAN MARINO ST 306,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,,
5092022050,2020,3715 W SAN MARINO ST 401,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,34.0827633,-118.1287432
5092022051,2020,3715 W SAN MARINO ST 403,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7927496,-80.1634344
5092022052,2020,3715 W SAN MARINO ST 404,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7925655,-80.1639156
5092022053,2020,3715 W SAN MARINO ST 406,LOS ANGELES,90019.0,1,4,5.0,010C,1 unit,25.7925816,-80.16391469999999
5092023001,2019,909 S ST ANDREWS PL,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0554901,-118.3114687
5092023002,2019,915 S ST ANDREWS PL,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0553146,-118.3114896
5092023006,2019,937 S ST ANDREWS PL,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0546537,-118.3114611
5092023007,2019,3700 W 9TH ST,LOS ANGELES,90019.0,16,4,5.0,500,11-49 units,34.0557404,-118.3114716
5092023008,2019,914 S GRAMERCY DR,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0553381,-118.3119235
5092023009,2019,918 S GRAMERCY DR UNIT A,LOS ANGELES,90019.0,8,4,5.0,500,5-10 units,34.0551461,-118.3118918
5092023012,2019,938 S GRAMERCY DR,LOS ANGELES,90019.0,12,4,5.0,500,11-49 units,34.0546268,-118.3118748
5092023017,2019,933 S GRAMERCY DR,LOS ANGELES,90019.0,11,4,5.0,500,11-49 units,34.0548207,-118.3125123
5092023023,2019,932 S GRAMERCY PL,LOS ANGELES,90019.0,5,4,5.0,500,5-10 units,34.0548138,-118.312934
5092024001,2019,801 S ST ANDREWS PL,LOS ANGELES,90005.0,12,4,5.0,500,11-49 units,34.057853,-118.311347
5092024004,2019,827 S ST ANDREWS PL,LOS ANGELES,90005.0,23,4,5.0,501,11-49 units,34.0571346,-118.3115367
5092024005,2019,839 S ST ANDREWS PL,LOS ANGELES,90005.0,31,4,5.0,500,11-49 units,34.0568771,-118.3114678
5092024007,2019,853 S ST ANDREWS PL APT 3,LOS ANGELES,90005.0,7,4,5.0,500,5-10 units,34.0565454,-118.3114797
5092024008,2019,857 S ST ANDREWS PL,LOS ANGELES,90005.0,10,4,5.0,501,5-10 units,34.0563909,-118.3114871
5092024009,2019,863 S ST ANDREWS PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.056211,-118.311466
5092024010,2019,3701 W 9TH ST,LOS ANGELES,90019.0,32,4,5.0,500,11-49 units,34.0560772,-118.3114757
5092024011,2019,800 GRAMERCY DR,LOS ANGELES,90005.0,15,4,5.0,1802,11-49 units,42.272213,-89.0028044
5092024012,2019,810 GRAMERCY DR,LOS ANGELES,90005.0,2,4,5.0,200,2 units,42.272213,-89.0028044
5092024013,2019,816 GRAMERCY DR,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,42.272213,-89.0028044
5092024023,2019,848 GRAMERCY DR,LOS ANGELES,90005.0,30,4,5.0,501,11-49 units,42.272213,-89.0028044
5092024024,2019,817 S ST ANDREWS PL,LOS ANGELES,90005.0,34,4,5.0,500,11-49 units,34.0575354,-118.3114974
5092025001,2019,801 GRAMERCY DR,LOS ANGELES,90005.0,48,4,5.0,550,11-49 units,42.272213,-89.0028044
5092025002,2019,811 GRAMERCY DR,LOS ANGELES,90005.0,24,4,5.0,501,11-49 units,42.272213,-89.0028044
5092025006,2019,839 GRAMERCY DR,LOS ANGELES,90005.0,2,4,5.0,200,2 units,42.272213,-89.0028044
5092025007,2019,849 GRAMERCY DR,LOS ANGELES,90005.0,66,4,5.0,500,50-99 units,42.272213,-89.0028044
5092025010,2019,871 GRAMERCY DR,LOS ANGELES,90005.0,12,4,5.0,500,11-49 units,42.272213,-89.0028044
5092025011,2019,3950 W 8TH ST,LOS ANGELES,90005.0,36,4,5.0,500,11-49 units,34.0578507,-118.3128392
5092025015,2019,826 S GRAMERCY PL,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,34.0571974,-118.3129342
5092025016,2019,832 S GRAMERCY PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0570451,-118.3129245
5092025017,2019,838 S GRAMERCY PL NO 7,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,34.056876,-118.3129175
5092025020,2019,854 S GRAMERCY PL,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.056393,-118.3128863
5092025021,2019,862 S GRAMERCY PL,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.0562474,-118.3129485
5092025022,2019,870 S GRAMERCY PL,LOS ANGELES,90005.0,12,4,5.0,500,11-49 units,34.0560729,-118.3129063
5092025023,2019,820 S GRAMERCY PL,LOS ANGELES,90005.0,18,4,5.0,501,11-49 units,34.0575371,-118.3129161
5092025024,2019,827 GRAMERCY DR,LOS ANGELES,90005.0,30,4,5.0,500,11-49 units,42.272213,-89.0028044
5092026001,2019,3960 W 8TH ST,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.057857,-118.3135436
5092026003,2019,817 S GRAMERCY PL,LOS ANGELES,90005.0,14,4,5.0,500,11-49 units,34.0575376,-118.3135416
5092026006,2019,831 S GRAMERCY PL,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,34.0570468,-118.313508
5092026007,2019,839 S GRAMERCY PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0568911,-118.3133867
5092026008,2019,845 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.056706,-118.313516
5092026010,2019,857 S GRAMERCY PL,LOS ANGELES,90005.0,3,4,5.0,300,3-4 units,34.056401,-118.313511
5092026012,2019,871 S GRAMERCY PL,LOS ANGELES,90005.0,18,4,5.0,500,11-49 units,34.0560353,-118.313539
5092026013,2019,3992 W 8TH ST,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0578521,-118.3138215
5092026018,2019,832 S WILTON PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0570628,-118.3139803
5092026019,2019,838 S WILTON PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0568941,-118.3139361
5092026020,2019,844 S WILTON PL,LOS ANGELES,90005.0,10,4,5.0,500,5-10 units,34.0567191,-118.3139484
5092026024,2019,3781 W 9TH ST,LOS ANGELES,90019.0,9,4,5.0,500,5-10 units,34.0559971,-118.3138628
5092026041,2019,820 S WILTON PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0573837,-118.3139458
5092027001,2019,3980 W 7TH ST,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0597348,-118.3140297
5092027003,2019,704 S WILTON PL,LOS ANGELES,90005.0,5,4,5.0,500,5-10 units,34.0596315,-118.3140263
5092027004,2019,712 S WILTON PL,LOS ANGELES,90005.0,32,4,5.0,500,11-49 units,34.0594601,-118.3139309
5092027005,2019,716 S WILTON PL,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,34.0593276,-118.3139305
5092027006,2019,722 S WILTON PL,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,34.0591986,-118.3139753
5092027007,2019,726 S WILTON PL,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.05903929999999,-118.3139537
5092027009,2019,736 S WILTON PL,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,34.0587959,-118.3139166
5092027011,2019,752 S WILTON PL,LOS ANGELES,90005.0,14,4,5.0,500,11-49 units,34.0584602,-118.3139118
5092027012,2019,756 S WILTON PL,LOS ANGELES,90005.0,3,4,5.0,300,3-4 units,34.058222,-118.313907
5092027019,2022,727 S GRAMERCY PL,LOS ANGELES,90005.0,2,5,5.0,200,2 units,34.0589412,-118.3134834
5092027021,2019,719 N GRAMERCY PL,LOS ANGELES,90038.0,2,4,5.0,200,2 units,34.084144,-118.3127798
5092027022,2019,715 S GRAMERCY PL,LOS ANGELES,90005.0,3,4,5.0,300,3-4 units,34.0593188,-118.3134855
5092027024,2019,705 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0595632,-118.3134634
5092027025,2019,3964 W 7TH ST,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.059696,-118.3134249
5092027026,2019,3976 W 7TH ST,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0597489,-118.3137977
5092027028,2021,726 S WILTON PL,,90005.0,4,4,5.0,400,3-4 units,34.05903929999999,-118.3139537
5092028003,2019,715 S ST ANDREWS PL,LOS ANGELES,90005.0,1,4,5.0,500,1 unit,34.0591022,-118.3114781
5092028006,2019,729 S ST ANDREWS PL,LOS ANGELES,90005.0,31,4,5.0,500,11-49 units,34.0586107,-118.3114719
5092028007,2019,735 S ST ANDREWS PL,LOS ANGELES,90005.0,28,4,5.0,500,11-49 units,34.0584446,-118.3114855
5092028010,2019,3912 W 7TH ST,LOS ANGELES,90005.0,7,4,5.0,500,5-10 units,34.0595696,-118.3117541
5092028013,2019,718 GRAMERCY DR,LOS ANGELES,90005.0,2,4,5.0,200,2 units,42.272213,-89.0028044
5092028015,2019,732 GRAMERCY DR,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,42.272213,-89.0028044
5092028016,2019,736 GRAMERCY DR,LOS ANGELES,90005.0,7,4,5.0,500,5-10 units,42.272213,-89.0028044
5092028018,2019,3919 W 8TH ST,LOS ANGELES,90005.0,13,4,5.0,050G,11-49 units,34.0583093,-118.311879
5092028019,2019,749 GRAMERCY DR,LOS ANGELES,90005.0,6,4,5.0,500,5-10 units,42.272213,-89.0028044
5092028023,2019,729 GRAMERCY DR,LOS ANGELES,90005.0,8,4,5.0,500,5-10 units,42.272213,-89.0028044
5092028026,2019,701 GRAMERCY DR,LOS ANGELES,90005.0,87,4,5.0,500,50-99 units,41.1892541,-104.8420206
5092028027,2019,3942 W 7TH ST,LOS ANGELES,90005.0,4,4,5.0,400,3-4 units,34.0594835,-118.3129324
5092028028,2019,710 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.05931959999999,-118.3129796
5092028029,2019,714 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0590806,-118.3129673
5092028031,2019,726 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0588163,-118.3129007
5092028033,2019,734 S GRAMERCY PL,LOS ANGELES,90005.0,2,4,5.0,200,2 units,34.0585482,-118.3127932
