Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14002_001,SE_A14002_002,SE_A14002_003,SE_A14002_004,SE_A14002_005,SE_A14002_006,SE_A14002_007,SE_A14002_008,SE_A14002_009,SE_A14002_010,SE_A14002_011,SE_A14002_012,PCT_SE_A14002_002,PCT_SE_A14002_003,PCT_SE_A14002_004,PCT_SE_A14002_005,PCT_SE_A14002_006,PCT_SE_A14002_007,PCT_SE_A14002_008,PCT_SE_A14002_009,PCT_SE_A14002_010,PCT_SE_A14002_011,PCT_SE_A14002_012,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A00001_001
"06037273700","Census Tract 2737, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037273700","Census Tract 2737",,,,1217,36,0,9,16,8,52,43,138,150,224,541,2.96,0,0.74,1.31,0.66,4.27,3.53,11.34,12.33,18.41,44.45,2751,1958,84,73,107,0,169,360,71.17,3.05,2.65,3.89,0,6.14,13.09,698,71,278,225,109,15,10.17,39.83,32.23,15.62,2.15,698,225,109,32.23,15.62,2751
"06037273800","Census Tract 2738, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037273800","Census Tract 2738",,,,1486,36,7,68,31,14,124,41,139,327,224,475,2.42,0.47,4.58,2.09,0.94,8.34,2.76,9.35,22.01,15.07,31.97,2945,1853,65,8,209,0,183,627,62.92,2.21,0.27,7.1,0,6.21,21.29,1068,54,394,238,359,23,5.06,36.89,22.28,33.61,2.15,1068,238,359,22.28,33.61,2945
"06037273902","Census Tract 2739.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037273902","Census Tract 2739.02",,,,2408,243,14,85,0,70,81,50,231,258,161,1215,10.09,0.58,3.53,0,2.91,3.36,2.08,9.59,10.71,6.69,50.46,4238,2856,304,14,277,29,386,372,67.39,7.17,0.33,6.54,0.68,9.11,8.78,1313,73,495,294,374,77,5.56,37.7,22.39,28.48,5.86,1313,294,374,22.39,28.48,4238
"06037274100","Census Tract 2741, Los Angeles County, California","ca","140","00",,,,"06","037",,,"274100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037274100","Census Tract 2741",,,,2046,34,0,51,0,99,204,97,218,217,253,873,1.66,0,2.49,0,4.84,9.97,4.74,10.65,10.61,12.37,42.67,4365,2609,827,0,441,0,76,412,59.77,18.95,0,10.1,0,1.74,9.44,1197,73,277,270,577,0,6.1,23.14,22.56,48.2,0,1197,270,577,22.56,48.2,4365
"06037274202","Census Tract 2742.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"274202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037274202","Census Tract 2742.02",,,,2253,93,22,148,0,177,50,95,64,262,346,996,4.13,0.98,6.57,0,7.86,2.22,4.22,2.84,11.63,15.36,44.21,3858,2680,116,0,229,0,91,742,69.47,3.01,0,5.94,0,2.36,19.23,1249,90,541,225,373,20,7.21,43.31,18.01,29.86,1.6,1249,225,373,18.01,29.86,3858
"06037275101","Census Tract 2751.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275101","Census Tract 2751.01",,,,457,0,0,0,5,33,29,29,43,33,110,175,0,0,0,1.09,7.22,6.35,6.35,9.41,7.22,24.07,38.29,935,523,118,0,118,0,27,149,55.94,12.62,0,12.62,0,2.89,15.94,288,22,142,41,83,0,7.64,49.31,14.24,28.82,0,288,41,83,14.24,28.82,935
"06037275102","Census Tract 2751.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275102","Census Tract 2751.02",,,,1334,24,0,21,21,48,12,163,202,168,232,443,1.8,0,1.57,1.57,3.6,0.9,12.22,15.14,12.59,17.39,33.21,4043,1683,139,0,329,0,484,1408,41.63,3.44,0,8.14,0,11.97,34.83,871,0,401,247,189,34,0,46.04,28.36,21.7,3.9,871,247,189,28.36,21.7,4043
"06037275200","Census Tract 2752, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275200","Census Tract 2752",,,,1658,54,8,21,32,42,108,65,224,237,360,507,3.26,0.48,1.27,1.93,2.53,6.51,3.92,13.51,14.29,21.71,30.58,3793,1307,181,37,678,0,1002,588,34.46,4.77,0.98,17.88,0,26.42,15.5,1329,44,723,297,186,79,3.31,54.4,22.35,14,5.94,1329,297,186,22.35,14,3793
"06037275311","Census Tract 2753.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275311",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275311","Census Tract 2753.11",,,,2561,130,83,17,26,56,171,144,406,270,598,660,5.08,3.24,0.66,1.02,2.19,6.68,5.62,15.85,10.54,23.35,25.77,4805,2562,165,34,1105,25,476,438,53.32,3.43,0.71,23,0.52,9.91,9.12,1483,0,650,502,295,36,0,43.83,33.85,19.89,2.43,1483,502,295,33.85,19.89,4805
"06037275312","Census Tract 2753.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275312",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275312","Census Tract 2753.12",,,,1058,0,0,21,0,45,42,32,90,81,122,625,0,0,1.98,0,4.25,3.97,3.02,8.51,7.66,11.53,59.07,2042,1624,21,0,175,0,37,185,79.53,1.03,0,8.57,0,1.81,9.06,615,0,307,172,136,0,0,49.92,27.97,22.11,0,615,172,136,27.97,22.11,2042
"06037275313","Census Tract 2753.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275313",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275313","Census Tract 2753.13",,,,1701,25,23,59,16,36,135,103,204,125,249,726,1.47,1.35,3.47,0.94,2.12,7.94,6.06,11.99,7.35,14.64,42.68,3583,2475,19,0,416,0,66,607,69.08,0.53,0,11.61,0,1.84,16.94,462,29,191,78,157,7,6.28,41.34,16.88,33.98,1.52,462,78,157,16.88,33.98,3583
"06037275400","Census Tract 2754, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275400","Census Tract 2754",,,,2389,130,30,63,23,183,64,114,172,253,172,1185,5.44,1.26,2.64,0.96,7.66,2.68,4.77,7.2,10.59,7.2,49.6,4487,2882,262,0,608,0,252,483,64.23,5.84,0,13.55,0,5.62,10.76,1414,23,704,205,447,35,1.63,49.79,14.5,31.61,2.48,1414,205,447,14.5,31.61,4487
"06037275500","Census Tract 2755, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275500","Census Tract 2755",,,,1756,65,134,115,125,67,195,57,244,156,174,424,3.7,7.63,6.55,7.12,3.82,11.1,3.25,13.9,8.88,9.91,24.15,5102,1682,76,65,456,0,1392,1431,32.97,1.49,1.27,8.94,0,27.28,28.05,1327,105,512,400,256,54,7.91,38.58,30.14,19.29,4.07,1327,400,256,30.14,19.29,5102
"06037275603","Census Tract 2756.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275603","Census Tract 2756.03",,,,1218,18,5,44,0,9,49,142,134,141,140,536,1.48,0.41,3.61,0,0.74,4.02,11.66,11,11.58,11.49,44.01,2778,1368,63,0,648,0,288,411,49.24,2.27,0,23.33,0,10.37,14.79,515,90,166,117,142,0,17.48,32.23,22.72,27.57,0,515,117,142,22.72,27.57,2778
"06037275604","Census Tract 2756.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275604","Census Tract 2756.04",,,,4919,55,23,63,103,90,27,267,98,286,827,3080,1.12,0.47,1.28,2.09,1.83,0.55,5.43,1.99,5.81,16.81,62.61,10392,6185,581,0,1746,0,306,1574,59.52,5.59,0,16.8,0,2.94,15.15,3350,197,1393,915,741,104,5.88,41.58,27.31,22.12,3.1,3350,915,741,27.31,22.12,10392
"06037275605","Census Tract 2756.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275605",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037275605","Census Tract 2756.05",,,,1707,155,21,63,25,53,52,90,159,172,389,528,9.08,1.23,3.69,1.46,3.1,3.05,5.27,9.31,10.08,22.79,30.93,2878,1408,435,0,673,0,136,226,48.92,15.11,0,23.38,0,4.73,7.85,1325,29,532,335,278,151,2.19,40.15,25.28,20.98,11.4,1325,335,278,25.28,20.98,2878
"06037276000","Census Tract 2760, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276000","Census Tract 2760",,,,2949,67,41,17,54,17,151,88,214,281,504,1515,2.27,1.39,0.58,1.83,0.58,5.12,2.98,7.26,9.53,17.09,51.37,6682,3953,305,0,1350,0,56,1018,59.16,4.56,0,20.2,0,0.84,15.23,1355,43,609,208,316,179,3.17,44.94,15.35,23.32,13.21,1355,208,316,15.35,23.32,6682
"06037276101","Census Tract 2761.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276101","Census Tract 2761.01",,,,1949,16,34,41,65,0,87,57,372,90,598,589,0.82,1.74,2.1,3.34,0,4.46,2.92,19.09,4.62,30.68,30.22,3424,1232,743,0,794,0,128,527,35.98,21.7,0,23.19,0,3.74,15.39,1850,9,888,563,390,0,0.49,48,30.43,21.08,0,1850,563,390,30.43,21.08,3424
"06037276102","Census Tract 2761.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276102","Census Tract 2761.02",,,,1653,64,55,34,10,14,24,265,215,166,273,533,3.87,3.33,2.06,0.6,0.85,1.45,16.03,13.01,10.04,16.52,32.24,3365,635,1354,0,310,0,123,943,18.87,40.24,0,9.21,0,3.66,28.02,1181,0,455,330,346,50,0,38.53,27.94,29.3,4.23,1181,330,346,27.94,29.3,3365
"06037276400","Census Tract 2764, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276400","Census Tract 2764",,,,1473,0,0,0,0,5,46,119,76,70,217,940,0,0,0,0,0.34,3.12,8.08,5.16,4.75,14.73,63.82,4448,3052,290,0,509,14,36,547,68.62,6.52,0,11.44,0.31,0.81,12.3,348,12,218,19,91,8,3.45,62.64,5.46,26.15,2.3,348,19,91,5.46,26.15,4448
"06037276500","Census Tract 2765, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276500","Census Tract 2765",,,,741,6,11,27,0,14,16,39,63,59,109,397,0.81,1.48,3.64,0,1.89,2.16,5.26,8.5,7.96,14.71,53.58,5508,3120,322,89,960,0,219,798,56.64,5.85,1.62,17.43,0,3.98,14.49,282,9,75,83,106,9,3.19,26.6,29.43,37.59,3.19,282,83,106,29.43,37.59,5508
"06037276601","Census Tract 2766.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276601","Census Tract 2766.01",,,,1709,78,34,32,32,0,60,26,132,158,261,896,4.56,1.99,1.87,1.87,0,3.51,1.52,7.72,9.25,15.27,52.43,4101,2740,126,42,409,0,123,661,66.81,3.07,1.02,9.97,0,3,16.12,693,34,299,105,224,31,4.91,43.15,15.15,32.32,4.47,693,105,224,15.15,32.32,4101
"06037276605","Census Tract 2766.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276605",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276605","Census Tract 2766.05",,,,1312,31,12,12,62,0,27,38,159,256,286,429,2.36,0.91,0.91,4.73,0,2.06,2.9,12.12,19.51,21.8,32.7,2461,2030,146,0,97,10,99,79,82.49,5.93,0,3.94,0.41,4.02,3.21,817,14,426,263,108,6,1.71,52.14,32.19,13.22,0.73,817,263,108,32.19,13.22,2461
"06037276606","Census Tract 2766.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276606",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276606","Census Tract 2766.06",,,,1843,19,12,21,9,45,14,186,307,174,281,775,1.03,0.65,1.14,0.49,2.44,0.76,10.09,16.66,9.44,15.25,42.05,3384,1833,110,0,737,0,266,438,54.17,3.25,0,21.78,0,7.86,12.94,1056,40,467,175,362,12,3.79,44.22,16.57,34.28,1.14,1056,175,362,16.57,34.28,3384
"06037276607","Census Tract 2766.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276607",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276607","Census Tract 2766.07",,,,1384,165,0,75,25,14,77,21,161,196,167,483,11.92,0,5.42,1.81,1.01,5.56,1.52,11.63,14.16,12.07,34.9,2879,1495,320,5,436,0,270,353,51.93,11.11,0.17,15.14,0,9.38,12.26,1031,27,303,258,366,77,2.62,29.39,25.02,35.5,7.47,1031,258,366,25.02,35.5,2879
"06037276608","Census Tract 2766.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276608",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037276608","Census Tract 2766.08",,,,1079,46,0,14,14,50,60,86,163,114,237,295,4.26,0,1.3,1.3,4.63,5.56,7.97,15.11,10.57,21.96,27.34,1874,1146,79,15,370,0,20,244,61.15,4.22,0.8,19.74,0,1.07,13.02,560,63,130,198,140,29,11.25,23.21,35.36,25,5.18,560,198,140,35.36,25,1874
"06037277000","Census Tract 2770, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037277000","Census Tract 2770",,,,2154,43,34,57,0,26,65,95,207,106,279,1242,2,1.58,2.65,0,1.21,3.02,4.41,9.61,4.92,12.95,57.66,6014,3830,247,67,692,20,34,1124,63.68,4.11,1.11,11.51,0.33,0.57,18.69,605,0,179,137,253,36,0,29.59,22.64,41.82,5.95,605,137,253,22.64,41.82,6014
"06037277100","Census Tract 2771, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037277100","Census Tract 2771",,,,1107,40,0,36,0,10,18,0,54,121,240,588,3.61,0,3.25,0,0.9,1.63,0,4.88,10.93,21.68,53.12,3285,1681,11,75,770,53,209,486,51.17,0.33,2.28,23.44,1.61,6.36,14.79,255,0,141,9,95,10,0,55.29,3.53,37.25,3.92,255,9,95,3.53,37.25,3285
"06037277200","Census Tract 2772, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037277200","Census Tract 2772",,,,966,23,16,15,0,100,190,42,208,63,192,117,2.38,1.66,1.55,0,10.35,19.67,4.35,21.53,6.52,19.88,12.11,1796,477,303,35,289,0,380,312,26.56,16.87,1.95,16.09,0,21.16,17.37,763,0,158,387,208,10,0,20.71,50.72,27.26,1.31,763,387,208,50.72,27.26,1796
"06037277400","Census Tract 2774, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037277400","Census Tract 2774",,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,,,0
"06037278001","Census Tract 2780.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037278001","Census Tract 2780.01",,,,1088,60,10,113,58,0,57,57,112,80,166,375,5.51,0.92,10.39,5.33,0,5.24,5.24,10.29,7.35,15.26,34.47,2349,1306,148,84,377,0,97,337,55.6,6.3,3.58,16.05,0,4.13,14.35,481,30,206,18,227,0,6.24,42.83,3.74,47.19,0,481,18,227,3.74,47.19,2349
"06037278102","Census Tract 2781.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037278102","Census Tract 2781.02",,,,1431,10,11,18,0,9,20,47,47,61,312,896,0.7,0.77,1.26,0,0.63,1.4,3.28,3.28,4.26,21.8,62.61,2973,2328,109,0,212,0,76,248,78.3,3.67,0,7.13,0,2.56,8.34,781,62,490,84,145,0,7.94,62.74,10.76,18.57,0,781,84,145,10.76,18.57,2973
"06037291110","Census Tract 2911.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291110","Census Tract 2911.10",,,,1385,108,84,67,36,100,117,199,191,115,226,142,7.8,6.06,4.84,2.6,7.22,8.45,14.37,13.79,8.3,16.32,10.25,4192,382,1894,23,41,9,843,1000,9.11,45.18,0.55,0.98,0.21,20.11,23.85,1161,58,517,240,268,78,5,44.53,20.67,23.08,6.72,1161,240,268,20.67,23.08,4192
"06037291120","Census Tract 2911.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291120",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291120","Census Tract 2911.20",,,,622,30,12,27,8,33,40,111,61,86,168,46,4.82,1.93,4.34,1.29,5.31,6.43,17.85,9.81,13.83,27.01,7.4,2041,388,510,32,114,0,729,268,19.01,24.99,1.57,5.59,0,35.72,13.13,442,0,206,74,156,6,0,46.61,16.74,35.29,1.36,442,74,156,16.74,35.29,2041
"06037291130","Census Tract 2911.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291130",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291130","Census Tract 2911.30",,,,991,10,5,15,24,39,105,108,145,78,170,292,1.01,0.5,1.51,2.42,3.94,10.6,10.9,14.63,7.87,17.15,29.47,3233,792,471,58,541,0,770,601,24.5,14.57,1.79,16.73,0,23.82,18.59,323,10,179,46,59,29,3.1,55.42,14.24,18.27,8.98,323,46,59,14.24,18.27,3233
"06037291210","Census Tract 2912.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291210",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291210","Census Tract 2912.10",,,,1709,26,108,62,19,8,107,196,403,252,238,290,1.52,6.32,3.63,1.11,0.47,6.26,11.47,23.58,14.75,13.93,16.97,4766,715,1312,12,825,0,964,938,15,27.53,0.25,17.31,0,20.23,19.68,844,15,412,233,175,9,1.78,48.82,27.61,20.73,1.07,844,233,175,27.61,20.73,4766
"06037291220","Census Tract 2912.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291220","Census Tract 2912.20",,,,1063,69,45,5,10,39,78,83,192,148,211,183,6.49,4.23,0.47,0.94,3.67,7.34,7.81,18.06,13.92,19.85,17.22,2942,403,347,48,703,0,692,749,13.7,11.79,1.63,23.9,0,23.52,25.46,661,40,246,174,175,26,6.05,37.22,26.32,26.48,3.93,661,174,175,26.32,26.48,2942
"06037291300","Census Tract 2913, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037291300","Census Tract 2913",,,,1120,6,5,6,26,34,90,174,167,46,257,309,0.54,0.45,0.54,2.32,3.04,8.04,15.54,14.91,4.11,22.95,27.59,3025,578,309,38,1410,0,249,441,19.11,10.21,1.26,46.61,0,8.23,14.58,239,14,126,29,50,20,5.86,52.72,12.13,20.92,8.37,239,29,50,12.13,20.92,3025
"06037292001","Census Tract 2920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037292001","Census Tract 2920.01",,,,1344,32,44,147,67,94,78,159,301,160,135,127,2.38,3.27,10.94,4.99,6.99,5.8,11.83,22.4,11.9,10.04,9.45,4511,431,370,0,1188,0,2000,522,9.55,8.2,0,26.34,0,44.34,11.57,1107,44,291,312,428,32,3.97,26.29,28.18,38.66,2.89,1107,312,428,28.18,38.66,4511
"06037292002","Census Tract 2920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037292002","Census Tract 2920.02",,,,534,0,0,0,0,9,45,48,61,72,138,161,0,0,0,0,1.69,8.43,8.99,11.42,13.48,25.84,30.15,1968,492,35,7,357,0,474,603,25,1.78,0.36,18.14,0,24.09,30.64,130,7,41,67,5,10,5.38,31.54,51.54,3.85,7.69,130,67,5,51.54,3.85,1968
"06037293203","Census Tract 2932.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293203","Census Tract 2932.03",,,,1005,11,9,28,6,66,77,174,114,128,200,192,1.09,0.9,2.79,0.6,6.57,7.66,17.31,11.34,12.74,19.9,19.1,2785,513,134,0,601,0,1251,286,18.42,4.81,0,21.58,0,44.92,10.27,561,0,167,203,191,0,0,29.77,36.19,34.05,0,561,203,191,36.19,34.05,2785
"06037293204","Census Tract 2932.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293204","Census Tract 2932.04",,,,1003,22,0,0,0,15,10,160,181,105,242,268,2.19,0,0,0,1.5,1,15.95,18.05,10.47,24.13,26.72,3694,435,159,15,774,0,1019,1292,11.78,4.3,0.41,20.95,0,27.59,34.98,586,0,268,186,15,117,0,45.73,31.74,2.56,19.97,586,186,15,31.74,2.56,3694
"06037293205","Census Tract 2932.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293205",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293205","Census Tract 2932.05",,,,1121,19,0,0,45,78,35,225,311,122,146,140,1.69,0,0,4.01,6.96,3.12,20.07,27.74,10.88,13.02,12.49,3372,606,241,0,572,0,1566,387,17.97,7.15,0,16.96,0,46.44,11.48,948,9,261,389,278,11,0.95,27.53,41.03,29.32,1.16,948,389,278,41.03,29.32,3372
"06037293206","Census Tract 2932.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293206",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293206","Census Tract 2932.06",,,,794,0,15,14,30,53,131,93,73,159,83,143,0,1.89,1.76,3.78,6.68,16.5,11.71,9.19,20.03,10.45,18.01,2696,485,388,12,469,0,1122,220,17.99,14.39,0.45,17.4,0,41.62,8.16,600,4,213,126,257,0,0.67,35.5,21,42.83,0,600,126,257,21,42.83,2696
"06037293301","Census Tract 2933.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293301","Census Tract 2933.01",,,,954,0,0,13,38,0,98,121,92,108,191,293,0,0,1.36,3.98,0,10.27,12.68,9.64,11.32,20.02,30.71,2556,770,119,19,1149,5,204,290,30.13,4.66,0.74,44.95,0.2,7.98,11.35,243,0,107,37,99,0,0,44.03,15.23,40.74,0,243,37,99,15.23,40.74,2556
"06037293302","Census Tract 2933.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293302","Census Tract 2933.02",,,,1585,47,28,17,47,18,57,113,214,196,295,553,2.97,1.77,1.07,2.97,1.14,3.6,7.13,13.5,12.37,18.61,34.89,4496,1328,190,2,1335,0,609,1032,29.54,4.23,0.04,29.69,0,13.55,22.95,543,56,150,245,82,10,10.31,27.62,45.12,15.1,1.84,543,245,82,45.12,15.1,4496
"06037293304","Census Tract 2933.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293304","Census Tract 2933.04",,,,1575,40,18,69,119,16,29,269,382,126,272,235,2.54,1.14,4.38,7.56,1.02,1.84,17.08,24.25,8,17.27,14.92,4796,1308,293,19,512,0,1199,1465,27.27,6.11,0.4,10.68,0,25,30.55,1136,56,340,438,232,70,4.93,29.93,38.56,20.42,6.16,1136,438,232,38.56,20.42,4796
"06037293306","Census Tract 2933.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293306",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293306","Census Tract 2933.06",,,,875,14,20,34,0,9,18,28,141,120,188,303,1.6,2.29,3.89,0,1.03,2.06,3.2,16.11,13.71,21.49,34.63,2424,1244,150,0,525,0,275,230,51.32,6.19,0,21.66,0,11.34,9.49,230,0,142,64,24,0,0,61.74,27.83,10.43,0,230,64,24,27.83,10.43,2424
"06037293307","Census Tract 2933.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293307",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037293307","Census Tract 2933.07",,,,901,23,6,40,85,0,49,178,150,143,138,89,2.55,0.67,4.44,9.43,0,5.44,19.76,16.65,15.87,15.32,9.88,2532,1114,197,0,284,0,527,410,44,7.78,0,11.22,0,20.81,16.19,634,4,232,245,133,20,0.63,36.59,38.64,20.98,3.15,634,245,133,38.64,20.98,2532
"06037294110","Census Tract 2941.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037294110","Census Tract 2941.10",,,,1059,15,11,7,27,133,112,67,114,173,182,218,1.42,1.04,0.66,2.55,12.56,10.58,6.33,10.76,16.34,17.19,20.59,3866,1679,13,0,264,0,1247,663,43.43,0.34,0,6.83,0,32.26,17.15,456,6,176,81,179,14,1.32,38.6,17.76,39.25,3.07,456,81,179,17.76,39.25,3866
